id_cliente,nome,sexo,idade,estado,tempo_como_cliente,frequencia_compras,ticket_medio,total_gasto,forma_pagamento,ultima_compra,comprou_servico_instal,reclamacoes,avaliacao_media,churn
799,Sra. Gabrielly da Costa,Feminino,50,CE,29,3.1,320.45,35508.29,Boleto,270,1,1,3.5,0
800,Sr. João Macedo,Masculino,24,MG,36,2.2,320.29,18473.16,Transferência,91,0,1,2.7,1
801,Isadora Pires,Feminino,46,PE,57,3.7,302.02,79134.14,Pix,164,1,0,3.4,1
802,Dra. Isabella Cassiano,Feminino,30,RJ,9,1.2,230.89,2747.89,Pix,205,1,1,1.7,1
803,Kamilly Câmara,Feminino,31,RS,47,3.6,169.85,22242.84,Transferência,60,0,1,4.3,0
804,Vitor Gabriel Santos,Masculino,43,CE,13,0.7,641.42,4813.68,Cartão de crédito,158,0,0,3.8,0
805,Anthony Gabriel Aparecida,Masculino,18,PR,12,2.9,124.09,3297.82,Cartão de crédito,234,0,0,3.3,0
806,Júlia Aparecida,Feminino,46,BA,50,2.6,172.58,21497.37,Transferência,61,0,0,4.2,0
807,Maria Laura Abreu,Feminino,20,CE,43,1.3,799.83,32134.69,Pix,336,0,0,4.2,0
808,Dra. Bianca Fernandes,Feminino,33,GO,30,0.7,354.7,9091.77,Boleto,204,0,0,4.6,0
809,Ana Clara Nascimento,Feminino,32,BA,30,3.3,755.69,82066.81,Boleto,32,1,2,4.0,0
810,Isabel Marques,Feminino,27,BA,16,0.4,305.08,2133.2,Boleto,159,0,1,4.0,0
811,Isis Martins,Feminino,34,BA,45,0.7,166.78,5630.47,Pix,283,0,0,5.0,0
812,Maria Cecília Novaes,Feminino,33,GO,16,3.9,122.19,8442.58,Boleto,81,0,0,4.7,0
813,Ágatha Fernandes,Feminino,45,PE,1,2.7,420.58,927.45,Pix,137,0,0,2.5,1
814,Olivia Rios,Feminino,19,BA,42,2.6,144.52,16768.0,Cartão de crédito,313,0,0,4.5,0
815,Antônio Carvalho,Masculino,30,GO,19,2.8,699.68,37264.08,Boleto,258,1,0,4.6,0
816,Antony Farias,Masculino,31,CE,16,0.3,381.17,2073.1,Boleto,287,0,0,4.5,0
817,Aurora Costa,Feminino,31,PR,28,3.0,821.98,53659.19,Cartão de crédito,268,0,0,4.9,0
818,Pietra Correia,Feminino,53,CE,59,2.7,972.13,124729.01,Boleto,145,0,0,3.2,0
819,Srta. Ana Clara Carvalho,Feminino,29,RS,1,3.3,510.99,1730.18,Pix,300,1,0,3.6,0
820,Lucas Vasconcelos,Masculino,22,PE,4,1.7,444.99,2969.97,Transferência,260,0,0,3.8,0
821,Luiz Otávio Pastor,Masculino,59,CE,56,2.9,255.32,33587.61,Transferência,1,0,0,5.0,0
822,Ana Liz Leão,Feminino,42,SC,33,0.3,916.23,10569.15,Transferência,241,1,1,2.8,1
823,Leonardo Jesus,Masculino,40,BA,21,3.1,209.8,16391.55,Cartão de crédito,122,0,0,3.1,1
824,Rhavi Vasconcelos,Masculino,46,RS,47,1.3,984.55,76784.86,Pix,147,1,0,4.1,0
825,Dr. Nicolas Gonçalves,Masculino,31,GO,44,1.6,414.36,35062.66,Cartão de crédito,161,0,0,5.0,0
826,Mariah Machado,Feminino,48,BA,25,2.4,713.89,51927.77,Transferência,74,0,1,5.0,0
827,Bernardo Sousa,Masculino,51,SP,49,1.9,521.51,45745.66,Cartão de crédito,69,1,0,3.7,0
828,Dra. Ana Julia Borges,Feminino,41,RS,22,2.8,211.75,11257.12,Boleto,96,1,0,4.2,1
829,Isabella Castro,Feminino,45,BA,8,1.7,531.03,9265.18,Transferência,122,1,0,4.8,0
830,Ana Beatriz Câmara,Feminino,43,GO,33,3.7,845.08,133859.94,Boleto,248,0,1,3.7,0
831,Mariane Pacheco,Feminino,59,SP,12,3.0,794.73,25599.49,Transferência,16,1,1,4.8,0
832,Kevin Albuquerque,Masculino,41,PR,9,2.6,296.48,5208.7,Transferência,147,0,0,3.9,1
833,Arthur Gabriel Carvalho,Masculino,49,RJ,21,3.2,383.43,24292.45,Boleto,258,0,0,3.3,0
834,Srta. Anna Liz Caldeira,Feminino,59,PR,29,0.4,790.56,7809.15,Pix,350,1,0,2.7,1
835,Zoe Duarte,Feminino,43,RS,56,2.7,491.61,80155.54,Transferência,173,1,0,2.1,1
836,Maria Fernanda Albuquerque,Feminino,41,CE,46,2.7,157.72,22181.79,Cartão de crédito,268,0,1,2.8,1
837,Sra. Melina Rodrigues,Feminino,39,CE,34,1.6,565.18,24254.14,Pix,125,0,1,3.2,1
838,Leandro Marques,Masculino,38,PR,22,0.2,164.15,737.23,Cartão de crédito,301,1,0,3.4,0
839,Noah Cunha,Masculino,50,SP,1,1.9,946.8,1310.88,Pix,136,0,0,3.1,1
840,João Gabriel Castro,Masculino,57,MG,19,0.9,601.22,12773.16,Boleto,146,0,0,3.1,1
841,Dr. Gabriel Sales,Masculino,33,SC,47,1.5,250.65,15690.09,Boleto,308,0,0,3.2,0
842,Olivia Cardoso,Feminino,44,SC,25,0.9,692.57,11770.66,Transferência,259,0,0,2.6,1
843,Melina Ribeiro,Feminino,26,RS,41,1.7,157.04,11450.61,Transferência,46,0,1,4.2,0
844,Nathan Ribeiro,Masculino,40,MG,27,0.3,477.52,3479.63,Transferência,98,0,0,2.6,1
845,Marina Pereira,Feminino,34,SP,23,0.7,509.35,9112.96,Boleto,136,0,1,4.3,0
846,Vitória Vieira,Feminino,48,GO,41,2.6,86.44,9886.04,Transferência,69,0,0,4.9,0
847,Daniela Fernandes,Feminino,42,SP,19,2.6,708.16,42769.66,Boleto,47,1,2,5.0,0
848,Sr. Lucas Siqueira,Masculino,50,PR,29,1.3,303.55,14392.95,Cartão de crédito,67,0,0,2.5,1
849,Pedro Novaes,Masculino,20,SC,29,2.1,308.67,15069.19,Boleto,330,1,1,5.0,0
850,Stella Cirino,Feminino,32,BA,33,2.8,443.71,45661.21,Boleto,164,0,0,4.8,0
851,Gabrielly Costela,Feminino,54,RJ,14,2.6,387.53,10290.34,Pix,211,0,1,3.0,1
852,Ana Ramos,Feminino,27,SC,48,0.4,187.35,4018.54,Pix,189,0,0,3.9,0
853,Allana Cavalcante,Feminino,18,GO,40,0.6,588.68,17759.32,Transferência,209,0,0,4.1,0
854,Diogo da Rocha,Masculino,39,BA,4,3.8,415.9,5720.75,Pix,95,1,0,2.6,1
855,Mariane Gomes,Feminino,36,GO,28,2.4,204.39,15170.57,Boleto,179,1,0,4.4,0
856,Dra. Sophia da Costa,Feminino,19,GO,42,2.7,200.37,25286.6,Cartão de crédito,233,0,0,4.0,0
857,Lucas Cirino,Masculino,39,BA,25,3.6,897.23,66043.15,Cartão de crédito,119,0,0,3.7,0
858,Rhavi Souza,Masculino,34,PR,50,1.3,409.12,20257.54,Cartão de crédito,303,0,0,4.3,0
859,Luiz Fernando Sales,Masculino,18,BA,29,1.4,367.5,10674.8,Boleto,163,0,0,3.8,1
860,Beatriz Oliveira,Feminino,25,PE,36,3.5,62.36,9954.1,Boleto,174,0,0,3.8,0
861,Dra. Evelyn da Conceição,Feminino,38,PE,1,1.7,300.43,650.05,Boleto,227,1,1,3.5,1
862,Lívia Pastor,Feminino,50,SC,16,3.2,481.18,27157.32,Boleto,175,1,0,4.3,0
863,Arthur Gabriel Moura,Masculino,45,CE,30,2.1,852.18,45287.09,Pix,225,0,0,4.3,1
864,Otto Cavalcanti,Masculino,19,MG,33,2.7,116.85,11229.88,Pix,18,0,0,3.3,0
865,Ana Liz Silveira,Feminino,52,GO,30,3.7,225.01,24029.92,Cartão de crédito,84,1,1,2.0,1
866,Ana Sophia Fonseca,Feminino,18,SP,3,2.5,707.27,4932.37,Transferência,206,0,0,3.0,0
867,José Pedro Sampaio,Masculino,52,RS,43,2.0,829.7,76257.99,Transferência,301,1,0,4.2,0
868,Nicole da Costa,Feminino,24,PE,15,3.4,536.69,21380.86,Transferência,234,1,0,5.0,0
869,Lorena Cassiano,Feminino,48,CE,16,0.3,596.1,2693.51,Transferência,146,1,0,3.4,0
870,Dr. Augusto Cirino,Masculino,25,RJ,43,3.0,362.34,49850.94,Cartão de crédito,110,0,0,3.9,0
871,Gustavo Machado,Masculino,21,PR,57,0.4,101.35,2251.48,Cartão de crédito,31,0,1,4.9,0
872,Sarah Silveira,Feminino,54,RS,48,2.4,834.25,83144.96,Pix,163,1,0,4.3,0
873,Lorenzo Lopes,Masculino,56,CE,38,2.1,294.81,28959.27,Transferência,55,0,1,3.2,0
874,João Pedro Silva,Masculino,41,GO,16,3.2,425.04,21660.41,Cartão de crédito,235,1,0,3.3,1
875,Sophia Sales,Feminino,18,SC,7,0.2,282.56,438.45,Pix,351,1,0,5.0,0
876,João Lucas Cunha,Masculino,34,CE,36,2.6,150.51,15174.27,Boleto,168,0,0,3.5,0
877,Sarah da Rocha,Feminino,40,RJ,45,3.9,85.49,14509.34,Boleto,207,1,0,2.8,1
878,Maria Eduarda da Luz,Feminino,58,SP,41,0.8,412.34,10610.45,Transferência,158,1,0,3.6,0
879,Lunna Silveira,Feminino,46,BA,2,3.8,110.1,888.48,Cartão de crédito,348,0,0,4.4,1
880,Larissa Lima,Feminino,24,RJ,36,1.4,172.53,8530.96,Boleto,93,1,0,4.5,0
881,Nicolas Andrade,Masculino,47,GO,29,1.8,900.35,60608.57,Pix,251,1,0,3.5,0
882,Ana Júlia Monteiro,Feminino,26,MG,53,0.3,307.0,5773.78,Boleto,197,0,1,4.5,0
883,Luiz Gustavo Guerra,Masculino,27,RS,13,3.2,480.6,23498.01,Cartão de crédito,149,1,0,4.5,0
884,Eloá Costa,Feminino,19,SC,34,2.6,296.57,22951.08,Pix,212,0,0,4.9,0
885,Théo da Rosa,Masculino,46,BA,17,3.7,590.05,34079.52,Pix,88,0,0,3.6,0
886,Pietra Fonseca,Feminino,21,GO,49,2.6,260.18,36668.6,Pix,200,1,1,3.6,1
887,Benício Barbosa,Masculino,59,MG,10,1.1,369.64,4283.55,Transferência,162,0,0,4.1,1
888,Sr. Luan Novais,Masculino,24,PR,6,0.4,630.36,1402.31,Boleto,249,0,2,2.8,1
889,Dr. João Felipe Lopes,Masculino,55,RS,10,2.2,100.12,2145.73,Boleto,229,0,0,4.4,0
890,Dra. Amanda Pacheco,Feminino,29,RS,59,1.9,157.16,19793.93,Transferência,319,1,0,3.9,0
891,Heloísa Monteiro,Feminino,23,MG,8,1.1,506.62,4596.9,Pix,126,0,0,2.1,1
892,Camila Lopes,Feminino,58,PE,2,2.0,366.7,1422.02,Transferência,250,0,0,3.5,1
893,Guilherme Barros,Masculino,43,RJ,2,2.8,841.61,4005.95,Transferência,271,1,0,5.0,0
894,Lavínia Pinto,Feminino,34,BA,9,3.0,898.32,23497.08,Transferência,307,0,0,5.0,0
895,Gabriela Pinto,Feminino,33,BA,4,1.1,403.97,1489.88,Cartão de crédito,344,0,1,2.2,1
896,Miguel Nascimento,Masculino,18,CE,52,3.3,988.85,158370.41,Pix,72,0,1,3.1,1
897,Cauê Ramos,Masculino,53,SC,2,2.6,700.53,2824.1,Transferência,66,0,0,2.8,0
898,Sr. Antônio Pires,Masculino,42,PE,48,1.3,647.46,31139.99,Boleto,105,1,0,2.9,1
899,Olívia Jesus,Feminino,43,PR,57,3.5,271.93,63311.05,Pix,197,1,0,4.5,0
900,Maria Isis da Cruz,Feminino,21,BA,9,2.8,433.94,13398.16,Boleto,125,1,0,4.3,0
901,Maria Fernanda Siqueira,Feminino,22,BA,58,0.6,340.16,13835.21,Cartão de crédito,132,1,1,3.3,0
902,Carlos Eduardo Oliveira,Masculino,52,RJ,10,3.5,169.89,6580.82,Transferência,59,0,0,2.5,1
903,Yago Cassiano,Masculino,58,RJ,17,1.6,395.03,7858.34,Boleto,321,1,0,3.8,0
904,Elisa Rios,Feminino,36,CE,55,2.7,914.24,175059.59,Cartão de crédito,51,0,0,5.0,0
905,Srta. Joana Barros,Feminino,36,RS,29,4.0,324.37,29708.74,Boleto,316,1,0,2.6,0
906,Olívia Vieira,Feminino,43,MG,49,1.5,769.85,59381.52,Pix,216,1,0,4.4,0
907,Sr. Paulo Aparecida,Masculino,52,BA,33,3.8,408.39,56253.65,Pix,319,0,0,3.8,0
908,Samuel Novaes,Masculino,37,BA,7,3.1,65.05,1460.55,Boleto,304,1,0,3.9,0
909,Ravy Albuquerque,Masculino,29,PE,21,3.0,877.71,45096.38,Pix,234,0,0,4.7,0
910,Cauê Casa Grande,Masculino,23,PE,52,1.0,479.28,29362.98,Cartão de crédito,93,1,0,2.8,0
911,Dr. Bryan Fogaça,Masculino,22,SP,4,0.4,55.05,78.99,Boleto,318,1,0,5.0,0
912,Dra. Hadassa Almeida,Feminino,54,RJ,37,0.4,421.22,7321.96,Boleto,222,1,0,4.8,0
913,Enrico Oliveira,Masculino,43,SC,48,1.2,981.98,60420.98,Transferência,176,0,1,4.6,0
914,Vinicius Abreu,Masculino,37,SP,37,2.5,711.23,59570.76,Pix,334,0,0,3.7,0
915,Sr. Ravi Rocha,Masculino,26,PE,36,3.0,534.25,55014.12,Boleto,265,0,1,4.0,0
916,Evelyn Sá,Feminino,28,RJ,12,3.6,688.66,36846.02,Boleto,85,1,0,4.1,0
917,Maya Cunha,Feminino,41,RJ,5,2.2,844.57,11130.82,Cartão de crédito,178,0,0,3.0,1
918,Anthony Sales,Masculino,39,BA,47,0.7,606.9,23132.85,Pix,243,0,1,4.3,0
919,Bella Viana,Feminino,35,MG,26,0.3,624.85,4568.96,Transferência,58,1,0,4.7,0
920,João Vitor Borges,Masculino,42,MG,24,1.0,469.17,8321.2,Cartão de crédito,339,0,0,3.9,0
921,Ian Fonseca,Masculino,53,GO,40,2.0,757.15,64913.02,Boleto,178,0,0,2.8,1
922,Luna Martins,Feminino,28,BA,17,2.0,795.82,32278.61,Boleto,173,0,0,3.9,1
923,Luiz Gustavo Teixeira,Masculino,50,PE,31,0.4,744.66,11294.68,Transferência,272,0,1,4.1,0
924,Sr. André Castro,Masculino,23,RJ,19,1.3,554.32,10008.79,Cartão de crédito,345,0,1,2.4,1
925,Enzo Nascimento,Masculino,23,RJ,37,2.2,775.43,61125.38,Transferência,214,0,0,4.6,0
926,Isis Nascimento,Feminino,47,PE,57,3.0,601.7,95984.66,Pix,42,0,0,5.0,0
927,Sr. Diego Pacheco,Masculino,25,RS,51,2.2,212.14,26128.62,Pix,92,1,1,3.9,0
928,José Pedro Martins,Masculino,24,RS,45,0.5,961.27,24427.26,Pix,265,1,0,4.7,0
929,Matheus Pastor,Masculino,46,PR,24,3.3,398.64,28105.67,Boleto,14,0,1,4.3,0
930,Eduardo Vieira,Masculino,35,PE,23,0.2,547.13,2281.34,Pix,300,0,1,4.3,0
931,Murilo Monteiro,Masculino,25,RS,43,3.1,192.37,26748.06,Transferência,111,1,0,2.4,1
932,Maria Cecília Pires,Feminino,22,RJ,13,1.4,173.81,2592.2,Boleto,11,0,0,3.7,0
933,Pietra da Mata,Feminino,41,GO,28,1.1,477.59,10492.2,Cartão de crédito,318,0,0,2.2,1
934,Luan Ferreira,Masculino,42,BA,42,0.9,704.65,27675.72,Pix,136,1,0,5.0,0
935,Dante Rocha,Masculino,24,PE,15,0.6,710.08,6166.59,Transferência,97,1,0,2.1,1
936,Ana Vitória Teixeira,Feminino,48,SC,40,1.2,813.36,50650.69,Boleto,309,0,0,4.1,1
937,Sofia Abreu,Feminino,23,RJ,55,1.0,317.84,16889.63,Cartão de crédito,93,1,0,4.3,0
938,Vitor Gabriel Cardoso,Masculino,56,SP,47,1.7,515.5,31560.47,Pix,24,0,0,4.1,0
939,Sr. Leandro da Cruz,Masculino,54,SP,7,3.1,67.14,1836.55,Cartão de crédito,162,1,0,3.9,0
940,Lara Cavalcante,Feminino,18,SC,41,3.5,576.42,88112.16,Pix,246,0,0,4.7,0
941,Helena Souza,Feminino,34,PE,53,1.6,969.8,103107.86,Transferência,327,1,0,2.9,1
942,Yuri da Luz,Masculino,38,SC,18,1.2,388.65,6696.28,Boleto,332,1,1,4.9,0
943,Srta. Lorena da Rosa,Feminino,59,RJ,48,2.9,553.4,72026.53,Pix,143,0,0,4.4,0
944,Antony Almeida,Masculino,54,SC,57,0.8,217.81,8653.04,Boleto,53,1,0,4.3,0
945,Pedro Miguel Sampaio,Masculino,37,SC,5,0.7,866.37,3204.83,Pix,143,1,1,4.9,0
946,Olivia Nunes,Feminino,46,GO,45,1.6,112.6,6487.65,Cartão de crédito,298,1,0,2.6,1
947,Sophia das Neves,Feminino,21,PE,27,1.2,680.95,20995.66,Boleto,260,0,0,3.7,0
948,José Azevedo,Masculino,45,RS,16,1.9,215.97,5378.38,Cartão de crédito,195,1,0,4.9,0
949,Maria Julia Santos,Feminino,35,RJ,44,1.5,108.47,6170.96,Transferência,256,0,0,4.5,0
950,Rael da Luz,Masculino,40,PR,34,3.1,537.42,62447.16,Boleto,211,1,0,4.4,0
951,Vicente Oliveira,Masculino,48,SP,45,3.0,565.7,77727.86,Boleto,282,0,0,4.4,0
952,Gael Henrique Rezende,Masculino,27,MG,8,1.9,437.62,7400.01,Transferência,105,1,0,1.5,1
953,Clara Ferreira,Feminino,40,SC,53,1.8,593.05,70253.09,Pix,27,0,0,3.2,1
954,Danilo Lopes,Masculino,18,BA,43,2.4,986.76,110169.45,Boleto,60,1,1,4.2,0
955,Isabella da Mata,Feminino,25,RJ,19,2.0,278.08,13068.88,Cartão de crédito,291,0,0,4.5,0
956,Elisa Sá,Feminino,44,PE,15,3.6,390.24,19538.54,Pix,224,0,0,3.0,1
957,João Gabriel Leão,Masculino,51,PR,56,1.9,136.58,16438.18,Cartão de crédito,186,1,0,3.8,0
958,Manuella Cirino,Feminino,42,CE,4,2.2,243.36,1699.23,Pix,109,1,0,3.8,0
959,Rodrigo Silveira,Masculino,25,CE,14,2.3,721.68,18741.27,Boleto,28,1,0,4.7,0
960,Luara Silva,Feminino,19,MG,3,0.4,359.23,338.92,Pix,156,0,0,3.8,0
961,Bento Andrade,Masculino,37,GO,13,3.3,217.38,9919.92,Cartão de crédito,260,1,0,4.8,0
962,Davi Lucas da Paz,Masculino,51,SC,33,1.8,675.37,34431.75,Cartão de crédito,156,1,0,3.0,0
963,João da Mota,Masculino,24,SP,44,3.7,444.9,70669.49,Boleto,102,0,0,5.0,0
964,Benjamin Farias,Masculino,30,CE,27,3.5,690.36,54068.98,Pix,101,1,0,2.0,1
965,Maria Machado,Feminino,52,MG,42,3.4,110.67,11362.4,Boleto,292,0,0,3.3,1
966,Anthony Gabriel Moura,Masculino,50,SC,30,3.5,738.2,73037.58,Transferência,244,1,0,2.8,1
967,Lucas Garcia,Masculino,30,BA,27,3.0,289.47,22802.29,Boleto,284,1,0,4.3,0
968,Amanda Mendes,Feminino,38,BA,47,2.5,447.82,50467.07,Pix,130,0,0,4.2,0
969,Fernando Rodrigues,Masculino,53,GO,3,2.0,934.99,6309.66,Pix,334,1,2,3.7,0
970,Pedro Miguel Pastor,Masculino,42,SC,22,2.1,68.63,3496.72,Cartão de crédito,348,0,1,4.6,0
971,Rael Porto,Masculino,18,RS,37,0.7,428.63,8904.43,Cartão de crédito,54,1,0,2.4,1
972,Aurora Machado,Feminino,33,RJ,26,0.6,314.64,5708.22,Transferência,362,1,1,2.4,1
973,Dra. Lunna Andrade,Feminino,36,PR,47,2.0,521.03,55801.38,Pix,261,1,0,4.4,0
974,Otávio da Conceição,Masculino,49,SC,52,1.4,71.99,5241.92,Transferência,210,0,0,3.8,0
975,Henry Gabriel Cassiano,Masculino,57,BA,6,2.0,992.42,13242.74,Boleto,133,0,0,2.8,1
976,Melina Vieira,Feminino,24,GO,16,0.5,84.69,726.42,Pix,33,1,0,5.0,0
977,Dr. Nathan da Rosa,Masculino,24,CE,32,1.9,274.97,17995.28,Pix,336,0,0,2.5,1
978,Heloísa da Luz,Feminino,41,RS,33,2.4,108.48,9392.78,Boleto,166,1,1,4.5,0
979,João Ferreira,Masculino,30,SP,53,3.2,794.17,122755.09,Transferência,125,0,0,4.6,0
980,João Nunes,Masculino,22,RS,19,2.1,992.63,43232.58,Pix,266,0,0,2.9,0
981,Felipe Castro,Masculino,34,BA,9,3.7,468.73,20240.37,Cartão de crédito,233,1,0,5.0,0
982,Fernanda Araújo,Feminino,57,PR,46,2.5,62.12,7980.61,Cartão de crédito,319,1,0,2.0,1
983,Miguel da Cunha,Masculino,40,SC,18,3.7,177.28,13021.86,Boleto,141,1,0,3.4,0
984,Letícia Barros,Feminino,50,CE,33,1.4,819.91,42191.36,Cartão de crédito,230,1,0,3.2,0
985,Pedro Lucas Ribeiro,Masculino,21,PR,30,3.4,981.45,99738.32,Cartão de crédito,87,0,1,4.7,0
986,Dr. Miguel Aragão,Masculino,21,RS,20,1.6,554.91,21719.08,Transferência,285,1,0,1.8,1
987,Allana Farias,Feminino,19,CE,55,3.2,878.84,128285.64,Cartão de crédito,217,0,1,4.2,0
988,Enrico Novaes,Masculino,42,SC,31,3.4,670.34,70750.27,Boleto,250,0,0,3.6,0
989,Srta. Heloisa Silva,Feminino,29,RJ,13,1.1,212.76,3348.42,Cartão de crédito,40,1,1,4.1,1
990,Raquel da Mata,Feminino,32,MG,36,1.7,870.4,66988.13,Boleto,40,0,1,5.0,0
991,Eloá Nunes,Feminino,45,PR,58,2.4,310.82,51679.54,Pix,293,0,0,3.0,1
992,Sra. Ana Clara Cavalcanti,Feminino,22,BA,50,1.5,795.71,48650.91,Pix,201,0,0,4.1,0
993,Dra. Emanuelly Albuquerque,Feminino,38,PR,9,3.0,592.77,11844.35,Boleto,321,1,0,4.4,0
994,Carlos Eduardo Aparecida,Masculino,58,RS,44,1.4,734.41,49142.14,Boleto,173,0,1,3.5,0
995,Luiz Otávio Campos,Masculino,48,MG,12,2.8,407.24,17317.07,Cartão de crédito,179,1,0,4.4,0
996,Dom Azevedo,Masculino,33,CE,12,3.8,801.23,33772.38,Transferência,180,1,0,5.0,0
997,Ana Julia Pimenta,Feminino,29,PE,49,1.9,648.53,54602.71,Cartão de crédito,315,0,0,4.7,0
998,Laís Azevedo,Feminino,31,RS,17,0.5,99.66,721.8,Transferência,187,1,1,3.0,0
999,Alícia Câmara,Feminino,36,CE,51,0.6,556.85,12963.04,Pix,248,1,0,4.2,0
1000,Juan Correia,Masculino,24,RJ,50,1.3,282.02,18995.1,Boleto,317,1,0,5.0,0
1001,Cecília Fernandes,Feminino,34,GO,22,3.0,251.13,13047.04,Cartão de crédito,310,1,0,4.0,0
1002,Anthony Gabriel Carvalho,Masculino,43,BA,34,3.7,342.34,33030.03,Boleto,54,1,1,3.0,0
1003,Otávio Albuquerque,Masculino,49,RS,38,2.9,330.86,38233.78,Pix,360,0,1,4.8,0
1004,Gabriela Pinto,Feminino,26,SC,34,1.2,538.8,16797.93,Cartão de crédito,320,1,0,3.6,1
1005,Gabriela Freitas,Feminino,40,PR,15,2.9,244.28,9593.12,Boleto,193,0,0,1.6,1
1006,Anthony Fogaça,Masculino,30,PE,54,3.9,264.59,59472.52,Transferência,128,1,0,3.9,0
1007,Rhavi Rios,Masculino,41,RJ,40,2.2,878.5,67517.89,Transferência,351,0,0,5.0,0
1008,Bernardo da Mata,Masculino,33,MG,2,3.7,809.69,5750.13,Cartão de crédito,121,0,0,2.9,0
1009,Yuri Monteiro,Masculino,29,SP,39,1.1,89.73,4135.56,Boleto,136,0,2,1.6,1
1010,Diego Aragão,Masculino,49,RS,1,3.6,733.22,2774.2,Transferência,346,1,1,5.0,0
1011,Manuella Nascimento,Feminino,40,RJ,46,1.2,787.78,44848.0,Pix,285,0,0,3.3,0
1012,Antony Viana,Masculino,59,SP,5,0.3,211.76,342.98,Cartão de crédito,95,1,0,5.0,0
1013,Thiago Gonçalves,Masculino,19,CE,39,2.3,522.3,36584.07,Boleto,331,0,1,3.3,0
1014,João Gabriel da Cunha,Masculino,54,BA,34,3.7,656.03,95857.1,Cartão de crédito,40,0,2,4.2,0
1015,Sr. Matteo Melo,Masculino,18,CE,45,1.3,307.36,21814.82,Cartão de crédito,218,0,1,3.6,0
1016,Sr. Luigi Barbosa,Masculino,18,GO,9,1.7,158.25,2677.11,Transferência,34,0,0,3.7,0
1017,Luara Cavalcante,Feminino,22,CE,41,3.8,823.5,159400.13,Cartão de crédito,155,1,0,3.3,1
1018,Valentina Vargas,Feminino,20,PE,46,2.4,948.35,101113.22,Boleto,112,1,1,3.3,1
1019,Ana Sophia Abreu,Feminino,39,RS,19,1.6,279.51,8776.83,Boleto,24,0,2,5.0,0
1020,Maria Liz da Luz,Feminino,52,PR,4,2.2,303.06,3306.12,Transferência,147,0,0,5.0,0
1021,André Monteiro,Masculino,29,SP,27,3.0,502.15,31463.48,Boleto,107,1,0,2.9,1
1022,Ana Laura Machado,Feminino,44,CE,21,1.8,64.07,2917.42,Transferência,47,1,0,4.7,0
1023,Liz Moura,Feminino,48,SP,46,1.2,557.67,36926.68,Cartão de crédito,111,1,0,5.0,0
1024,Zoe da Cruz,Feminino,43,PE,20,1.6,990.04,27168.07,Boleto,215,0,0,2.5,1
1025,Dra. Marina Mendonça,Feminino,32,RS,56,3.3,92.51,15007.84,Boleto,14,1,0,3.7,0
1026,Josué Pires,Masculino,33,PE,55,0.5,819.99,28996.72,Pix,48,1,0,3.9,0
1027,Luiza Guerra,Feminino,33,SC,29,2.2,834.06,63296.49,Transferência,56,1,0,3.9,1
1028,Lara Moura,Feminino,30,GO,46,2.0,594.97,52924.52,Pix,69,0,0,4.1,1
1029,Ana Costela,Feminino,29,PR,36,0.3,801.64,7403.99,Boleto,190,1,1,3.8,0
1030,Samuel Castro,Masculino,24,BA,43,1.2,380.22,22124.02,Boleto,1,0,1,2.9,1
1031,Luigi Câmara,Masculino,34,PR,8,2.7,739.12,13183.84,Cartão de crédito,82,0,0,4.4,0
1032,Julia da Luz,Feminino,23,SC,51,1.0,370.83,22426.33,Pix,111,0,1,3.6,1
1033,Samuel Moraes,Masculino,54,MG,5,2.9,215.47,3293.46,Cartão de crédito,56,0,1,2.3,1
1034,Otávio Albuquerque,Masculino,44,RS,36,3.5,358.43,42350.44,Pix,51,1,0,5.0,0
1035,Diogo Farias,Masculino,18,RS,26,0.5,798.71,12473.29,Transferência,298,0,0,4.3,0
1036,Dra. Hellena Sousa,Feminino,38,MG,24,0.4,115.93,1315.04,Boleto,66,1,0,4.1,0
1037,Levi Cavalcanti,Masculino,45,GO,48,2.6,869.74,81181.23,Pix,43,0,0,4.2,0
1038,Lorena Moura,Feminino,53,GO,49,0.9,987.13,49150.11,Cartão de crédito,199,1,0,4.1,1
1039,Ana Vitória Azevedo,Feminino,33,GO,3,2.7,372.17,2237.73,Boleto,185,0,0,4.1,1
1040,Erick da Luz,Masculino,44,CE,54,2.0,513.92,39603.97,Pix,259,0,1,4.6,0
1041,Sr. Luigi Siqueira,Masculino,39,CE,30,1.1,558.06,15088.16,Cartão de crédito,20,0,0,3.3,0
1042,Vinicius Gomes,Masculino,46,SP,13,2.5,301.18,9950.59,Boleto,301,0,1,4.2,0
1043,Davi Lucas Novais,Masculino,30,SP,30,0.3,998.67,9654.73,Transferência,210,1,0,3.7,0
1044,Bernardo da Rocha,Masculino,28,BA,54,1.3,331.53,26423.25,Boleto,304,1,0,3.1,1
1045,Yago Souza,Masculino,23,BA,34,2.9,116.03,14681.67,Boleto,160,1,0,3.0,1
1046,Lara das Neves,Feminino,53,SP,8,2.6,189.05,3198.32,Cartão de crédito,253,1,0,4.1,0
1047,Raul Vasconcelos,Masculino,44,GO,17,4.0,122.06,9105.81,Boleto,346,1,0,1.6,1
1048,Gael Moraes,Masculino,21,SC,5,2.1,392.14,4031.09,Pix,72,1,1,1.7,1
1049,Vinícius Dias,Masculino,33,BA,5,3.9,886.24,14999.85,Transferência,304,0,0,3.6,1
